### word lemma
'hoods 'hood
availabilities availability
availed avail
availing avail
avails avail
avalanched avalanche
avalanches avalanche
avatars avatar
avenged avenge
avenges avenge
avenging avenge
avenues avenue
averaged average
averages average
averaging average
averred aver
avers aver
aversions aversion
averted avert
averting avert
averts avert
aviaries aviary
aviating aviate
aviators aviator
avocados avocado
avocations avocation
avoided avoid
avoiding avoid
avoids avoid
avowals avowal
avowed avow
avows avow
avs av
avss av
awaited await
awaiting await
awaits await
awaked awake
awakened awaken
awakening awaken
awakenings awaken
awakens awaken
awakes awake
awaking awake
awarded award
awarding award
awards award
awarenesses awareness
awed awe
awes awe
awing awe
awls awl
awnings awning
awoke awake
awoken awake
axed axe
axes axe
axing axe
axioms axiom
axles axle
axolotls axolotl
axons axon
axs axe
ayatollahs ayatollah
azaleas azalea
azerbaijanis azerbaijani
azeris azeri
aztecs aztec
b_vitamins b_vitamin
baas baa
babas baba
babbitts babbitt
babbled babble
babbles babble
babbling babble
babblings babble
babes babe
babied baby
babies baby
babkas babka
baboons baboon
babushkas babushka
babying baby
babylonians babylonian
babys baby
babysat babysit
babysits babysit
babysitted babysit
babysitters babysitter
babysitting babysit
bacchanals bacchanal
bachelorettes bachelorette
bachelors bachelor
bachs bach
bacilli bacillus
backaches backache
backbeats backbeat
backbenchers backbencher
backbenches backbench
backbends backbend
backbiting backbite
backboards backboard
backbones backbone
backcrossing backcross
backdated backdate
backdating backdate
backdoors backdoor
backdrops backdrop
backed back
backers backer
backes back
backfields backfield
backfired backfire
backfires backfire
backfiring backfire
backgrounded background
backgrounders backgrounder
backgrounding background
backgrounds background
backhanded backhand
backhanders backhander
backhanding backhand
backhands backhand
backhoes backhoe
backing back
backings back
backlashed backlash
backlashes backlash
backlashing backlash
backlogs backlog
backpacked backpack
backpackers backpacker
backpacking backpack
backpacks backpack
backpedaled backpedal
backpedaling backpedal
backpedals backpedal
backplates backplate
backrests backrest
backrooms backroom
backs back
backscattered backscatter
backscattering backscatter
backscratchers backscratcher
backseats backseat
backsides backside
backslid backslide
backsliders backslider
backslides backslide
backsliding backslide
backspacing backspace
backstages backstage
backstops backstop
backtracked backtrack
backtracking backtrack
backtracks backtrack
backups backup
backwaters backwater
backwoodsmen backwoodsman
backyards backyard
bacterias bacteria
bactericides bactericide
bacteriophages bacteriophage
baddies baddie
bade bid
badged badge
badgered badger
badgering badger
badgers badger
badges badge
badging badge
badmouthed badmouth
badmouthing badmouth
bads bad
baffled baffle
baffles baffle
baffling baffle
bagels bagel
bages bag
bagfuls bagful
baggages baggage
bagged bag
baggers bagger
bagging bag
baghdads baghdad
bagmen bagman
bagpipers bagpiper
bagpipes bagpipe
bags bag
baguettes baguette
bahais bahai
bahrainis bahraini
bailed bail
bailes bail
bailess bail
baileys bailey
bailiffs bailiff
bailing bail
bailiwicks bailiwick
bails bail
baited bait
baiting bait
baits bait
baked bake
bakeries bakery
bakers baker
bakes bake
baking bake
bakings bake
balaclavas balaclava
balalaikas balalaika
balanced balance
balancers balancer
balances balance
balancing balance
balass balas
balconies balcony
baldies baldy
balding bald
baldwins baldwin
baled bale
bales bale
baling bale
balkanised balkanise
balkanized balkanize
balkanizing balkanize
balkans balkan
balked balk
balkers balker
balking balk
balks balk
balladeers balladeer
ballades ballade
ballads ballad
ballasted ballast
ballasts ballast
balled ball
ballerinas ballerina
balles ball
ballets ballet
ballgames ballgame
balling ball
ballistae ballista
ballocks ballock
ballooned balloon
ballooning balloon
balloonists balloonist
balloons balloon
balloted ballot
balloting ballot
ballots ballot
ballparks ballpark
ballplayers ballplayer
ballpoints ballpoint
ballrooms ballroom
balls ball
ballyhooed ballyhoo
ballyhooing ballyhoo
balms balm
baltics baltic
balusters baluster
balustrades balustrade
bambini bambino
bamboos bamboo
bamboozled bamboozle
bamboozles bamboozle
bamboozling bamboozle
bams bam
banalities banality
bananas banana
bandaged bandage
bandages bandage
bandaging bandage
bandanas bandana
bandannas bandanna
banded band
banderilleros banderillero
bandes band
bandicoots bandicoot
bandied bandy
banding band
bandings band
bandits bandit
banditti bandit
bandoliers bandolier
bands band
bandsaws bandsaw
bandsmen bandsman
bandwagons bandwagon
bandwidths bandwidth
bandying bandy
baned ban
banes ban
banged bang
bangers banger
banging bang
bangings bang
bangladeshis bangladeshi
bangles bangle
bangs bang
bani ban
banished banish
banishes banish
banishing banish
banishments banishment
banisters banister
banjos banjo
banked bank
bankers banker
bankes bank
banking bank
banknotes banknote
bankrolled bankroll
bankrolling bankroll
bankrolls bankroll
bankruptcies bankruptcy
bankrupted bankrupt
bankrupting bankrupt
bankrupts bankrupt
banks bank
bankses bank
banned ban
banners banner
banning ban
bannings banning
bannisters bannister
banqueting banquet
banquets banquet
banquettes banquette
bans ban
banshees banshee
bantams bantam
bantamweights bantamweight
bantered banter
bantering banter
banters banter
baobabs baobab
baps bap
baptised baptize
baptisms baptism
baptists baptist
baptized baptize
baptizes baptize
baptizing baptize
barbarians barbarian
barbarities barbarity
barbecue bbq
barbecued bbq
barbecueing bbq
barbecues bbq
barbecuing bbq
barbed barb
barbells barbell
barbeque bbq
barbequed bbq
barbequeing bbq
barbeques bbq
barbequing bbq
barbering barber
barbers barber
barbershops barbershop
barbes barb
barbets barbet
barbies barbie
barbiturates barbiturate
barbs barb
barcelonas barcelona
barding bard
bards bard
bared bar
bares bar
barfed barf
barfing barf
barfs barf
bargained bargain
bargainers bargainer
bargaining bargain
bargains bargain
barged barge
barges barge
barging barge
barillas barilla
baring bar
barings bar
baris bari
baritones baritone
barked bark
barkeeps barkeep
barkers barker
barkes bark
barking bark
barkleys barkley
barks bark
barmaids barmaid
barmen barman
barnacles barnacle
barns barn
barnstormed barnstorm
barnstormers barnstormer
barnstorming barnstorm
barnyards barnyard
barometers barometer
baronesses baroness
barons baron
baroques baroque
barracking barrack
barracks barrack
barracudas barracuda
barraged barrage
barrages barrage
barraging barrage
barred bar
barreled barrel
barrelfuls barrelful
barreling barrel
barrelled barrel
barrelling barrel
barrels barrel
barrens barren
barrettes barrette
barricaded barricade
barricades barricade
barricading barricade
barriers barrier
barring bar
barrios barrio
barristers barrister
barrooms barroom
barrows barrow
barrymores barrymore
bars bar
barss bar
bartenders bartender
bartered barter
bartering barter
barters barter
barthelmess barthelme
barths barth
bartletts bartlett
barts bart
baryons baryon
bas ba
basalts basalt
baseballs baseball
baseboards baseboard
based base
baselines baseline
basements basement
bases base
bashed bash
bashes bash
bashing bash
bashings bash
basics basic
basilicas basilica
basilisks basilisk
basing base
basins basin
basked bask
basketballs basketball
basketmakers basketmaker
baskets basket
basking bask
basks bask
basques basque
basses bass
bassi basso
bassinets bassinet
bassists bassist
bassoons bassoon
bastardised bastardise
bastardized bastardize
bastardizes bastardize
bastardizing bastardize
bastards bastard
basted baste
basters baster
bastes baste
basting baste
bastions bastion
batched batch
batches batch
batching batch
bateses bat
bathed bathe
bathers bather
bathes bathe
bathhouses bathhouse
bathing bathe
bathrobes bathrobe
bathrooms bathroom
baths bath
bathtubs bathtub
bating bat
batmans batman
batmen batman
batons baton
bats bat
batsmen batsman
battalions battalion
batted bat
battened batten
battening batten
battens batten
battered batter
batteries battery
battering batter
batters batter
batting bat
battled battle
battlefields battlefield
battlefronts battlefront
battlegrounds battleground
battlements battlement
battlers battler
battles battle
battleships battleship
battlewagons battlewagon
battling battle
baubles bauble
baudelaires baudelaire
baulked baulk
bavarians bavarian
bavarias bavaria
bawled bawl
bawling bawl
bawls bawl
bayed bay
bayes bay
baying bay
bayoneting bayonet
bayonets bayonet
bayous bayou
bays bay
bazaars bazaar
bazookas bazooka
bball basketball
bbls bbl
bbqing bbq
bbqs bbq
bbs bb
bbss bbs
bday birthday
bds bd
beachcombers beachcomber
beached beach
beaches beach
beachfronts beachfront
beachheads beachhead
beaching beach
beaconing beacon
beacons beacon
beaded bead
beading bead
beadings bead
beadles beadle
beadless beadle
beads bead
beagles beagle
beaked beak
beakers beaker
beaking beak
beaks beak
beamed beam
beames beam
beaming beam
beams beam
beanbags beanbag
beaned bean
beanies beanie
beaning bean
beans bean
beanstalks beanstalk
bearcats bearcat
bearded beard
bearding beard
beards beard
beared bear
bearers bearer
beares bear
bearing bear
bearings bear
bears bear
bearskins bearskin
beasts beast
beatboxed beatbox
beatboxing beatbox
beaten beat
beaters beater
beatifications beatification
beatified beatify
beatifies beatify
beatifying beatify
beating beat
beatings beat
beatitudes beatitude
beatle beatles
beatniks beatnik
beats beat
beaus beau
beauticians beautician
beauties beauty
beautified beautify
beautifies beautify
beautifying beautify
beauts beaut
beaux beau
beavered beaver
beavering beaver
beavers beaver
becalmed becalm
became become
beckoned beckon
beckoning beckon
beckons beckon
becks beck
beclouded becloud
becomes become
becoming become
becquerels becquerel
bedazzled bedazzle
bedazzles bedazzle
bedazzling bedazzle
bedbugs bedbug
bedded bed
bedding bed
bedecked bedeck
bedecking bedeck
bedeviled bedevil
bedeviling bedevil
bedevilled bedevil
bedevils bedevil
bedewed bedew
bedfellows bedfellow
bedframes bedframe
bedizened bedizen
bedouins bedouin
bedpans bedpan
bedposts bedpost
bedraggled bedraggle
bedrocks bedrock
bedrolls bedroll
bedrooms bedroom
beds bed
bedsides bedside
bedsits bedsit
bedsores bedsore
bedspreads bedspread
bedsprings bedspring
bedtimes bedtime
beeches beech
beefburgers beefburger
beefcakes beefcake
beefeaters beefeater
beefed beef
beefing beef
beefs beef
beehives beehive
beekeepers beekeeper
been be
beeped beep
beepers beeper
beeping beep
beeps beep
beers beer
bees be
beetled beetle
beetles beetle
beetling beetle
beetroots beetroot
beets beet
befallen befall
befalling befall
befalls befall
befell befall
befits befit
befitting befit
befouling befoul
befouls befoul
befriended befriend
befriending befriend
befriends befriend
befuddled befuddle
befuddles befuddle
befuddling befuddle
began begin
begat beget
begets beget
begetting beget
beggared beggar
beggaring beggar
beggars beggar
